ID,date,meals_served,kitchen_staff,temperature_C,humidity_percent,day_of_week,special_event,past_waste_kg,staff_experience,waste_category,food_waste_kg
1044,3/29/2022,395,18,17.4 °C,45.14%,Tuesday,0,40.6 kg,Intermediate,Grains,50.37
46,3/28/2022,289,7,29.9 °C,69.53%,Monday,0,29.8 kg,Intermediate,Meat,40.27
865,3/27/2022,351,10,10.5 °C,64.40%,Sunday,0,21.7 kg,Unknown,Dairy,39.04
297,3/26/2022,314,12,23.3 °C,77.35%,Saturday,0,18.8 kg,Expert,Dairy,32.09
505,3/25/2022,370,18,21.3 °C,46.07%,Friday,0,35.4 kg,Intermediate,Meat,54.1
299,3/24/2022,403,5,13.8 °C,55.75%,Thursday,0,46.9 kg,Intermediate,Vegetables,52.24
333,3/23/2022,450,10,12.3 °C,47.12%,Wednesday,0,33.3 kg,Intermediate,Dairy,41.41
988,3/22/2022,369,10,15.1 °C,80.29%,Tuesday,0,48.5 kg,Intermediate,Meat,52.76
380,3/21/2022,301,19,14.0 °C,61.88%,Monday,1,18.6 kg,Expert,Vegetables,45.18
44,3/18/2022,317,16,24.1 °C,50.42%,Friday,0,46.6 kg,Beginner,Dairy,55.91
579,3/17/2022,290,8,27.9 °C,49.82%,Thursday,0,38.0 kg,Beginner,Grains,48.02
526,3/16/2022,409,6,31.7 °C,82.64%,Wednesday,0,28.8 kg,Unknown,Vegetables,46.71
450,3/15/2022,359,10,30.2 °C,82.63%,Tuesday,0,47.4 kg,Intermediate,Meat,70.47
192,3/14/2022,205,19,28.7 °C,33.87%,Monday,0,20.2 kg,Expert,Grains,38.08
287,3/13/2022,153,12,28.1 °C,65.93%,Sunday,0,39.7 kg,Beginner,Grains,39.67
27,3/12/2022,489,8,18.0 °C,73.81%,Saturday,0,36.5 kg,Expert,Meat,60.2
573,3/10/2022,487,12,21.1 °C,34.45%,Thursday,0,45.9 kg,Expert,Grains,53.03
143,3/9/2022,459,19,29.0 °C,79.47%,Wednesday,0,8.4 kg,Intermediate,Grains,41.91
141,3/8/2022,149,7,34.1 °C,47.03%,Tuesday,0,45.2 kg,Beginner,Vegetables,39.13
271,3/7/2022,180,7,31.4 °C,64.03%,Monday,0,11.1 kg,Intermediate,Meat,26.92
942,3/6/2022,305,11,32.7 °C,32.77%,Sunday,0,29.5 kg,Beginner,Meat,38.21
934,3/4/2022,363,11,10.8 °C,34.10%,Friday,0,11.9 kg,Expert,Meat,37.71
506,3/3/2022,466,12,34.1 °C,37.21%,Thursday,0,34.4 kg,Beginner,Vegetables,54.97
215,3/2/2022,191,19,31.7 °C,43.11%,Wednesday,0,31.9 kg,Beginner,Grains,38.56
25,3/1/2022,439,18,13.3 °C,56.99%,Tuesday,0,23.0 kg,Intermediate,Dairy,50.48
126,2/28/2022,485,18,15.8 °C,68.11%,Monday,0,17.2 kg,Unknown,Dairy,39.33
597,2/27/2022,152,18,29.3 °C,61.96%,Sunday,0,28.5 kg,Unknown,Meat,42.84
470,2/26/2022,445,15,31.0 °C,67.69%,Saturday,0,47.0 kg,Expert,Meat,59.81
188,2/25/2022,364,18,17.5 °C,63.55%,Friday,0,18.3 kg,Intermediate,Vegetables,29.33
104,2/24/2022,341,8,30.7 °C,67.28%,Thursday,0,7.2 kg,Intermediate,Meat,35.82
729,2/23/2022,113,11,23.2 °C,88.91%,Wednesday,0,8.0 kg,Intermediate,Meat,20.22
954,2/22/2022,415,10,31.4 °C,80.37%,Tuesday,0,26.3 kg,Beginner,Dairy,50.9
485,2/21/2022,188,10,12.6 °C,71.96%,Monday,0,48.9 kg,Intermediate,Meat,43.73
620,2/20/2022,487,9,33.6 °C,79.56%,Sunday,0,42.5 kg,Expert,Meat,51.64
56,2/19/2022,373,10,21.7 °C,88.37%,Saturday,0,34.3 kg,Unknown,Dairy,53.95
480,2/18/2022,373,10,21.3 °C,88.37%,Saturday,0,34.3 kg,Unknown,Dairy,53.95
48,2/17/2022,266,9,14.4 °C,72.46%,Friday,0,39.7 kg,Intermediate,Meat,39.66
675,2/16/2022,266,9,14.0 °C,72.46%,Friday,0,39.7 kg,Intermediate,Meat,39.66
461,2/15/2022,428,5,9.8 °C,37.65%,Thursday,0,17.5 kg,Intermediate,Dairy,25.35
915,2/14/2022,428,5,10.0 °C,37.65%,Thursday,0,17.5 kg,Intermediate,Dairy,25.35
132,2/13/2022,120,13,16.5 °C,87.97%,Wednesday,0,18.4 kg,Intermediate,Grains,21.21
602,2/12/2022,120,13,16.3 °C,87.97%,Wednesday,0,18.4 kg,Intermediate,Grains,21.21
668,2/11/2022,234,9,30.5 °C,31.63%,Tuesday,0,17.7 kg,Beginner,Dairy,35.34
852,2/10/2022,234,9,30.1 °C,31.63%,Tuesday,0,17.7 kg,Beginner,Dairy,35.34
194,2/8/2022,406,10,19.3 °C,55.29%,Monday,0,28.6 kg,Expert,Meat,44.62
1048,2/7/2022,406,10,19.1 °C,55.29%,Monday,0,28.6 kg,Expert,Meat,44.62
387,2/6/2022,230,17,30.5 °C,31.08%,Sunday,0,29.8 kg,Intermediate,Vegetables,36.81
985,2/5/2022,230,17,30.8 °C,31.08%,Sunday,0,29.8 kg,Intermediate,Vegetables,36.81
540,2/4/2022,419,15,11.6 °C,58.74%,Saturday,0,15.2 kg,Intermediate,Dairy,35.57
1016,2/2/2022,419,15,12.0 °C,58.74%,Saturday,0,15.2 kg,Intermediate,Dairy,35.57
365,2/1/2022,343,12,19.6 °C,78.14%,Friday,0,15.5 kg,Intermediate,Meat,35.12
466,1/31/2022,343,12,19.6 °C,78.14%,Friday,0,15.5 kg,Intermediate,Meat,35.12
938,1/30/2022,154,15,24.7 °C,54.77%,Thursday,0,40.8 kg,Unknown,Vegetables,30.74
946,1/29/2022,154,15,24.9 °C,54.77%,Thursday,0,40.8 kg,Unknown,Vegetables,30.74
635,1/28/2022,150,14,21.2 °C,52.90%,Tuesday,0,18.8 kg,Beginner,Vegetables,24.45
812,1/27/2022,150,14,21.2 °C,52.90%,Tuesday,0,18.8 kg,Beginner,Vegetables,24.45
692,1/26/2022,274,8,26.9 °C,43.60%,Monday,0,39.5 kg,Intermediate,Dairy,49.14
996,1/24/2022,274,8,26.9 °C,43.60%,Monday,0,39.5 kg,Intermediate,Dairy,49.14
706,1/23/2022,289,10,35.1 °C,52.77%,Sunday,0,35.3 kg,Beginner,Grains,44.97
739,1/22/2022,289,10,34.8 °C,52.77%,Sunday,0,35.3 kg,Beginner,Grains,44.97
697,1/21/2022,370,9,31.2 °C,53.39%,Saturday,0,40.1 kg,Intermediate,Grains,53.44
871,1/20/2022,370,9,31.3 °C,53.39%,Saturday,0,40.1 kg,Intermediate,Grains,53.44
694,1/16/2022,287,13,11.6 °C,40.14%,Friday,0,9.2 kg,Beginner,Dairy,22.99
990,1/13/2022,287,13,11.9 °C,40.14%,Friday,0,9.2 kg,Beginner,Dairy,22.99
596,1/12/2022,158,7,22.1 °C,82.45%,Wednesday,0,24.2 kg,Intermediate,Vegetables,34.5
916,1/11/2022,158,7,21.8 °C,82.45%,Wednesday,0,24.2 kg,Intermediate,Vegetables,34.5
4,1/10/2022,148,16,27.7 °C,69.05%,Tuesday,0,41.2 kg,Beginner,Meat,53.01
941,1/8/2022,148,16,27.6 °C,69.05%,Tuesday,0,41.2 kg,Beginner,Meat,53.01
101,1/7/2022,444,5,29.3 °C,83.93%,Monday,0,16.6 kg,Intermediate,Meat,37.42
547,1/6/2022,444,5,28.8 °C,83.93%,Monday,0,16.6 kg,Intermediate,Meat,37.42
262,1/5/2022,335,12,14.2 °C,33.55%,Sunday,0,30.8 kg,Intermediate,Meat,40.6
777,1/4/2022,335,12,14.2 °C,33.55%,Sunday,0,30.8 kg,Intermediate,Meat,40.6
119,1/3/2022,352,12,33.7 °C,78.44%,Saturday,0,10.4 kg,Intermediate,Grains,42.44
434,1/2/2022,352,12,33.7 °C,78.44%,Saturday,0,10.4 kg,Intermediate,Grains,42.44
144,1/1/2022,121,19,29.1 °C,43.97%,Friday,0,35.0 kg,Beginner,Dairy,34.04
